/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_000.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_000.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_000.jpg,-0.1271742,0,0,4.298549
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_066.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_066.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_066.jpg,-0.1271742,0,0,4.272637
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_136.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_136.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_136.jpg,-0.1271742,0,0,4.238331
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_207.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_207.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_207.jpg,-0.1271742,0,0,4.212782
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_276.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_276.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_276.jpg,-0.1271742,0.2078401,0,4.287311
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_347.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_347.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_347.jpg,-0.1271742,0.1793067,0,4.430364
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_416.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_416.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_416.jpg,-0.120283,0,0,4.446189
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_484.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_484.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_484.jpg,-0.0846477,0,0,4.419718
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_554.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_554.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_554.jpg,-0.07517689,0.01509905,0,4.387424
/Users/kentonparton/projects/behavior_cloning/data/IMG/center_2018_06_30_19_00_07_623.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/left_2018_06_30_19_00_07_623.jpg,/Users/kentonparton/projects/behavior_cloning/data/IMG/right_2018_06_30_19_00_07_623.jpg,-0.07348172,0.192426,0,4.451619
